,TweetId,Label,TweetText,cleaned_tweets
1323,305111435359449088,Sports,Morning everyone - the third and final ODI between New Zealand and England starts at 1am. We'll have news from the toss shortly #NZvEng,morning everyone third final odi new zealand england starts news toss shortly nzveng
1324,305972461592272897,Sports,'Keep up to date with all the latest rankings on the @WTA &amp; @ATPWorldTour websites . . http://t.co/53MhYBKiby &amp; http://t.co/dCFdWDrOns',keep date latest rankings wta amp atpworldtour websites amp
1325,306412125545459714,Politics,RT @whitehouse: RT if you agree: Our troops shouldn't have to bear the burden of deficit reduction: http://t.co/fesXHPGPco http://t.co/j ...,whitehouse agree troops bear burden deficit reduction
1326,305682585068113920,Sports,'Yellow for Zabaleta for his challenge on Cole. #CFC',yellow zabaleta challenge cole cfc
1327,306828593785368576,Sports,"'Former England captain Michael Vaughan has said out-of-competition drug testing would be a ""step forward"" http://t.co/at0bsPEpzU #bbccricket'",former england captain michael vaughan said competition drug testing would step forward bbccricket
1328,300513956722798592,Sports,'#GBFedCup Robson breaks again for 4-0',gbfedcup robson breaks
1329,306665938311331840,Politics,'#Economic Survey underlines need for stable and consistent policies where markets play an appropriate role for improved agricultural growth',economic survey underlines need stable consistent policies markets play appropriate role improved agricultural growth
1330,302681457883766784,Politics,"'Correct. Reg UGC, I\'ve instructed CERT to coordinate with @ShashiTharoor\'s office ""@subobose: (IIPM) was done bcos of a Gwalior Court order""'",correct reg ugc instructed cert coordinate shashitharoor office subobose iipm done bcos gwalior court order
1331,296620277088002049,Politics,Dmitry Medvedev will present the Government's guidelines until 2018 at an expanded meeting tomorrow,dmitry medvedev present government guidelines expanded meeting tomorrow
1332,302413763917791233,Politics,"RT @ShashiTharoor: Interesting, balanced take in @ForeignAffairs on why @narendramodi is important, even if you don't agree with him: ht ...",shashitharoor interesting balanced take foreignaffairs narendramodi important even agree
1333,293240241316319232,Politics,'Call For Greater BRICS Cooperation On Tax Admin http://t.co/HDRPGP0Q',call greater brics cooperation tax admin
1334,304342598414381056,Sports,'RT @JP_Trophy: A late comeback by Coventry was not quite enough and so @crewealexfc are going to Wembley!!! 3-2 winners on agg. #JPT',trophy late comeback coventry quite enough crewealexfc going wembley winners agg jpt
1335,31286673190944768,Sports,#BigBashQFA we've had a sweepstake on when QLD will reach the 120 set by the blues. 17 overs methinks. You?,bigbashqfa sweepstake qld reach set blues overs methinks
1336,291508620649185280,Sports,"'Gibbs looks to have done a hamstring. Trouble for @ScorchersBBL. Or as they say, beware the injured batsman. 0-18 #BBL02 #bigfinals'",gibbs looks done hamstring trouble scorchersbbl say beware injured batsman bigfinals
1337,304840900176138240,Politics,'@itzjayan exactly',itzjayan exactly
1338,304884611891228672,Politics,"'HM: State govt has announced Rs. 6 lakh ex-gratia for the deceased, and Rs. 50,000-Rs. 1 lakh to the injured in # Hy\u2019bad blasts'",state govt announced lakh gratia deceased lakh injured blasts
1339,303425749971513345,Sports,"'Pakistan had 2 centuries and a 10-wicket haul in Cape Town, while South Africa had none. And yet, SA won the Test (via @Samisaayer)'",pakistan centuries wicket haul cape town south africa none yet test via samisaayer
1340,303879295061852161,Politics,'@FeedtheFuture works to improve food security by engaging in the public and private sector and by advancing technology. #KeepWhatUReap',feedthefuture works improve food security engaging public private sector advancing technology keepwhatureap
1341,300512671571263488,Sports,'#GBfedcup And consolidates for 3-0',gbfedcup consolidates
1342,278556943637942272,Politics,"'RT @MedvedevRussiaE: Kaluga has many automotive enterprises. Today, construction of an engine plant began in the city http://t.co/NZJFook0'",medvedevrussiae kaluga many automotive enterprises today construction engine plant began city
1343,305832046306156544,Sports,'Aus A batsmen @AaronFinch5 and @calferguson12 working through a challenging period with the new balls swinging. 1-34 in the 8th #AusAvEngL',aus batsmen working challenging period new balls swinging ausavengl
1344,296818055609192448,Sports,"'@feekenning Thanks for the feedback, late at night is when we work best. ;-)'",feekenning thanks feedback late night work best
1345,23917474104,Sports,'#Chelsea duo Frank Lampard and John Terry are expected to be fit in time for this weekends fixture.',chelsea duo frank lampard john terry expected fit time weekends fixture
1346,42797971657601024,Sports,"'COMPETITION: How many times does Ian Bell say ""like I said"" in this interview on the beeb? http://bbc.in/gHp5bG #cricket'",competition many times ian bell say like said interview beeb cricket
1347,299879764246818817,Sports,'Pune and Copenhagen are correct answers...',pune copenhagen correct answers
1348,306729430586359808,Sports,'@EverestCricket no problem - thanks for sharing!',everestcricket problem thanks sharing
1349,305946677435576320,Sports,"'1st Test. Over 33: 12 runs (M Clarke 12, D Warner 12) #AUS 78/3 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs clarke warner aus indvaus bcci
1350,294091779232395265,Politics,'Vladimir Putin: Russia is willing to lend assistance to Lebanon on the issues of Syrian refugees in the country \u2013 http://t.co/Giiz6JGP',vladimir putin russia willing lend assistance lebanon issues syrian refugees country
1351,300766030391803904,Sports,'RT @MazdaAus: Our great @ausgrandprix competition closes this Wednesday! For details click http://t.co/o9kJajUq or mobile devices http:/ ...',mazdaaus great ausgrandprix competition closes wednesday details click mobile devices http
1352,304210621992431617,Sports,Very busy press room down here at Cobham. We'll have updates here shortly... #CFC,busy press room cobham updates shortly cfc
1353,302753261239300096,Politics,"'20 SUVs will cover 3000KMs while driving from Kolkata, #India to Kunming, #China in 12 days. The BCIM Car Rally to flag-off on 22nd Feb.'",suvs cover driving kolkata india kunming china days bcim car rally flag feb
1354,306690556912881664,Politics,"'Food #safety and tax #optimisation - two topics, two MEPs, two opinions. Tune in for @Europarltv video http://t.co/Zy9wsXyg8D'",food safety tax optimisation two topics two meps two opinions tune europarltv video
1355,304275271991824384,Politics,'#SecKerry: Programs that foster more stable societies return dollars on every penny invested. @civsecatstate',seckerry programs foster stable societies return dollars every penny invested civsecatstate
1356,306774389423230977,Sports,"'#FL125 There have been 177,164 matches played in The Football League since its inception in 1888'",matches played football league since inception
1357,304270467055890432,Politics,"'RT @unfoundation: #SecKerry reminds us that we have ""shared responsibilities\u2026we care about something bigger than ourselves.""'",unfoundation seckerry reminds shared responsibilities care something bigger
1358,254223743872819200,Politics,'Today\u2019s disappointing unemployment report is not what a real recovery looks like. We can\u2019t afford another four years like the last.',today disappointing unemployment report real recovery looks like afford another four years like last
1359,304796358873845760,Sports,'India drop Ojha. Rahane continues to wait for a debut. Murali Vijay will open with Sehwag. Bhuvneshwar Kumar will debut. #IndvAus',india drop ojha rahane continues wait debut murali vijay open sehwag bhuvneshwar kumar debut indvaus
1360,304264118817394688,Politics,'#SecKerry is speaking now! Watch his remarks live from @UVA: http://t.co/3rKY0sXM',seckerry speaking watch remarks live uva
1361,294117472393646081,Politics,'Vladimir Putin has met with Catholicos-Patriarch of All Georgia Ilia II http://t.co/G0kppnqS',vladimir putin met catholicos patriarch georgia ilia
1362,300217698506395648,Politics,'MEPs backed plan for making companies more responsible. Find out more about #CSR from @EuroparlLibrary briefing: http://t.co/0oRg2aIH',meps backed plan making companies responsible find csr europarllibrary briefing
1363,306801989445107712,Politics,RT @CFR_HR: We're #hiring a Publishing Associate to assist with the business operations of @ForeignAffairs. http://t.co/QQTd6GCJvz #Pub ...,cfr hiring publishing associate assist business operations foreignaffairs pub
1364,274794632334950400,Sports,@mfjfullpo great stuff! I'll have a look.,mfjfullpo great stuff look
1365,292579746754199552,Sports,"'Consecutive fours to Christian, who looks to be coming into his own here, lifts the @HeatBBL score to 4-149 (18) #BBL02 #bigfinals'",consecutive fours christian looks coming lifts heatbbl score bigfinals
1366,304685020214349825,Sports,"Oscar's shot is deflected, and we have a corner, which is cleared. #CFC",oscar shot deflected corner cleared cfc
1367,301525004972085248,Politics,"'Obama: ""By the end of next year our war in Afghanistan will be over."" #SOTU'",obama end next year war afghanistan sotu
1368,306085164289773569,Politics,"'RT @G8: PM &amp; US Sec of State @JohnKerry: #G8UK Summit in June a chance to discuss EU-US trade, tax avoidance &amp; transparency http ...'",amp sec state johnkerry summit june chance discuss trade tax avoidance amp transparency http
1369,286962545636569090,Politics,'Giving Back: The White House Internship Program - Ed. note: The application for the Summer 2013 White House Inte... http://t.co/de3BlwGj',giving back white house internship program note application summer white house inte
1370,296774274528727040,Sports,"'@sheridankate3 Cool, thanks for the feedback. Lots of content to cover and share :-)'",cool thanks feedback lots content cover share
1371,303726214282108929,Sports,"'#OnThisDay in 1980, Ian Botham owned the Golden Jubilee Test. He took 6-58 and 7-48, and smashed 114. http://t.co/c9lM091l'",onthisday ian botham owned golden jubilee test took smashed
1372,306305118066860033,Sports,'Who does Moises Henriques look like? http://t.co/y3MUonKpnw',moises henriques look like
1373,301339880741548035,Politics,'Why does North Korea always get away with it? A brief history of impunity: http://t.co/QJNlV3am',north korea always get away brief history impunity
1374,303141296791486464,Sports,"Sehwag with glasses on. 'See ball, hit ball'... 'Twenty20 vision' - Those were the lamest puns we could think of. http://t.co/yOOhukJe",sehwag glasses see ball hit ball vision lamest puns could think
1375,303244300899196928,Sports,'Which #F1 driver would you like to see take on the #TopGear track next?',driver would like see take topgear track next
1376,302206957085929473,Sports,'Why is #Federer eating lunch at 5pm in Rotterdam? The defending @abnamrowttNL champion explains: http://t.co/FigWMOkm #atp #tennis',federer eating lunch rotterdam defending abnamrowttnl champion explains atp tennis
1377,306076938466906113,Sports,"'RT @Tony_4_Tide: @espn Gotta be ""There\'s Something About Mary"" with the best cameo ever, Brett Favre #BestSupportingAthlete'",tony tide espn gotta something mary best cameo ever brett favre bestsupportingathlete
1378,306316869235798016,Sports,'Hashim Amla and Vernon Philander have both achieved career best ratings in the Reliance ICC Test Rankings http://t.co/WtgUqOcti0',hashim amla vernon philander achieved career best ratings reliance icc test rankings
1379,304290854699421696,Sports,'So Chelsea down to 10 wth 43 minutes to go. #CFC',chelsea wth minutes cfc
1380,301608007102509057,Politics,'#EP president. @MartinSchulz travelled from #Mexico to #CostaRica: meets former &amp; current presidents @oariascr &amp; @Laura_Ch + MPs',president martinschulz travelled mexico costarica meets former amp current presidents oariascr amp laura mps
1381,302339239813738496,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (February 15, 2013(PM)) http://t.co/RTtOOIXR'",video english press conference chief cabinet secretary suga february
1382,297464911406194689,Sports,'.@RafaelNadal is welcomed by President Sebastian Pi\xf1era on his arrival in Chile for the #VTROpen. #atp #tennis http://t.co/VZ0jlB9E',rafaelnadal welcomed president sebastian arrival chile vtropen atp tennis
1383,305609610935549952,Sports,'RT @ArnyWright1997: @cricketicc Ireland defeating Pakistan at the World Cup to advance to the super 8s',cricketicc ireland defeating pakistan world cup advance super
1384,306520143670943744,Politics,Deadline Friday: It's time for Congress to stop severe budget cuts that will cost jobs &amp; threaten the middle class. http://t.co/EPSoucU94R,deadline friday time congress stop severe budget cuts cost jobs amp threaten middle class
1385,298129177104769025,Politics,'@BDUTT thank god for Comedy Central. Especially #SNL',bdutt thank god comedy central especially snl
1386,296824039886946304,Sports,"'@no_fidelity Ok, we hear ya ;-)'",fidelity hear
1387,305752005903777792,Sports,'Congrats @colin_fleming on his ATP doubles title in Marseille partnering Bopanna to beat top seeds Qureshi/Rojer 64 76(3). Great week guys!',congrats colin fleming atp doubles title marseille partnering bopanna beat top seeds qureshi rojer great week guys
1388,300998476957880320,Sports,'#Federer and @delpotrojuan are back in action this week. Read Corona Slice: http://t.co/u1YT7TKh #atp',federer delpotrojuan back action week read corona slice atp
1389,306704557646434304,Sports,England batsman Ian Bell is backing plans to increase drug testing in the wake of Tom Maynard's death http://t.co/at0bsPEpzU #bbcsportsday,england batsman ian bell backing plans increase drug testing wake tom maynard death bbcsportsday
1390,305028345425457153,Politics,"'Newsflash for Congress: Universal background checks for gun sales should not be controversial. #WeDemandAVote, http://t.co/jsAk2iS7ZB'",newsflash congress universal background checks gun sales controversial wedemandavote
1391,304170815585402880,Sports,Looks great! #Happybirthday RT @KVeness: My daughter's fab 8th b'day pressie. http://t.co/oWJLIoI4,looks great happybirthday kveness daughter fab day pressie
1392,305146025436381184,Politics,'Photo: The convoy en route Dhaka.. http://t.co/nf3eZeR7d8',photo convoy route dhaka
1393,22810984812904448,Sports,"'Another great English hundred, this time by Matt Prior. 100 off 109. Almost too easy for England. #ashes'",another great english hundred time matt prior almost easy england ashes
1394,303070276114055168,Sports,If you're walking beside the Thames today watch out for @BrentfordFC fans going to Chelsea by boat! Via @BeeInTheBush http://t.co/qewuUwt8,walking beside thames today watch brentfordfc fans going chelsea boat via beeinthebush
1395,305284648571908096,Sports,'Cook revels in England triumph http://t.co/od7xbjpg5V',cook revels england triumph
1396,305639809181966336,Sports,"'1st Test. Over 139: 5 runs (MS Dhoni 205, B Kumar 15) #IND 513/8 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs dhoni kumar ind indvaus bcci
1397,293995222394884097,Politics,"'PM: 3 major challenges: problems in Eurozone, crisis of European competitiveness &amp; a gap between the EU &amp; its citizens #EUspeech'",major challenges problems eurozone crisis european competitiveness amp gap amp citizens euspeech
1398,304145873611395073,Politics,'RT @FA_Books In the new issue: reviews of books on the Israeli military http://t.co/fY6F4C3i and Lord Castlereagh http://t.co/WjLwWSoa',books new issue reviews books israeli military lord castlereagh
1399,258368809147179011,Politics,'Follow the team tonight: @Ted_Newton @LanheeChen @EvanYost2012 @sarahpompei @Reince @brendan_buck @Alcivar @kristymcampbell',follow team tonight ted newton lanheechen sarahpompei reince brendan buck alcivar kristymcampbell
1400,301524013304389632,Politics,"'Obama: ""Send me a comprehensive immigration reform bill in the next few months, and I will sign it right away."" http://t.co/zUMDr1TG'",obama send comprehensive immigration reform bill next months sign right away
1401,26545783792730112,Sports,'RT @NotRickyPonting: What about my Johnnie Walker question... Future career as a pub trivia host? #AUSvENG',notrickyponting johnnie walker question future career pub trivia host ausveng
1402,260562061837365248,Politics,"'Mr. President, America has not dictated to other nations. America has freed other nations from dictators.'",president america dictated nations america freed nations dictators
1403,295727619322830848,Politics,"'On Jan 24, PM #Abe attended the 1st meeting of the Regulatory Reform Council. http://t.co/XvacBBkj'",jan abe attended meeting regulatory reform council
1404,250240828935639040,Politics,'.@BarackObama had years to stand up to China \u2013 I will do it on Day One http://t.co/51VvOebr',barackobama years stand china day one
1405,305217928364711936,Sports,Sehwag bowled in the most bizarre fashion. Sachin begins with three 4s in four balls. It's all happening in Chennai. #IndvAus,sehwag bowled bizarre fashion sachin begins three four balls happening chennai indvaus
1406,291552541790068737,Politics,'Medvedev: The regions need to be induced to compete for investors. Regional officials must have more influence over local living standards',medvedev regions need induced compete investors regional officials must influence local living standards
1407,299389513338339328,Sports,'First bowler to take all 10 wkts in an innings was Jim Laker (v Aus at Old Trafford in 1956). In fact he took 19 in the match...Incredible!',first bowler take wkts innings jim laker aus old trafford fact took match incredible
1408,34200199131832320,Sports,'@grantalien haha. Cheers mate! No wonder they cut away!',grantalien haha cheers mate wonder cut away
1409,284310448571039746,Politics,'Putin: Governors must take personal responsibility for developing the investment climate and business in their regions http://t.co/KVlD7jR8',putin governors must take personal responsibility developing investment climate business regions
1410,251813005669584896,Politics,Great story about my son @CraigRomney sharing our campaign's message with the Hispanic community in CO http://t.co/abZyghAk,great story son craigromney sharing campaign message hispanic community
1411,306270051365945344,Sports,"'1st Test. 9.2: WICKET! V Sehwag is out, c Michael Clarke b Nathan Lyon, 36/2 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test wicket sehwag michael clarke nathan lyon indvaus bcci
1412,304225340857937920,Politics,"'RT @PMOIndia: PM: Parliament is a forum for discussion, for dialogue, and all parties have an obligation to ensure that Parliament runs ...'",pmoindia parliament forum discussion dialogue parties obligation ensure parliament runs
1413,301551095816257537,Politics,"'Video in English: Press Conference by Chief Cabinet Secretary Suga (February 13, 2013(AM))http://t.co/BFT83IAv'",video english press conference chief cabinet secretary suga february
1414,304542615200731136,Sports,'RT @NextGenSeries: The quarter finals draw will be taking place LIVE on Twitter tomorrow at 10am #NextGenSeries',nextgenseries quarter finals draw taking place live twitter tomorrow nextgenseries
1415,298773490788610048,Politics,'Medvedev: It has been decided to hold interventions on the grain market in European Russia. The first auctions will be held next week',medvedev decided hold interventions grain market european russia first auctions held next week
1416,300429436929572864,Sports,'.@RafaelNadal will play for both singles and doubles titles at @VTROpen after dismissing #Chardy 62 62 in SFs. #atp #tennis #welcomebackrafa',rafaelnadal play singles doubles titles vtropen dismissing chardy sfs atp tennis welcomebackrafa
1417,304262076820508672,Politics,"'RT @CONX: ""Investing in a Strong Foreign Policy"" is theme of #SecKerry\'s 1st major public address @UVA. Watch now at http://t.co/L3Dg9MPj'",conx investing strong foreign policy theme seckerry major public address uva watch
1418,304272360645722112,Sports,"Coach Dermot Drummy on the @NextGenSeries: 'We've had a great day, the boys have been to the Nou Camp. They have a super complex.' #CFC",coach dermot drummy nextgenseries great day boys nou camp super complex cfc
1419,304360394019962881,Sports,@Wassup_Oxford Hi - we'll be profiling all the shortlisted clubs ahead of the #FLAwards night on the 24th March,wassup oxford profiling shortlisted clubs ahead flawards night march
1420,306801025480794113,Sports,'Lotus dismiss a controversy over engine settings in advance of the final pre-season Formula 1 test as trivial. http://t.co/tSIjcrRSAC',lotus dismiss controversy engine settings advance final pre season formula test trivial
1421,305982916335374336,Sports,"'1st Test. Over 68: 4 runs (M Henriques 34, N Lyon 0) #AUS 179/9 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs henriques lyon aus indvaus bcci
1422,303360450005958657,Sports,"'For the 3rd straight year the Western Conference wins, matching the longest-ever All-Star winning streak (2002-2004). (via @ESPNStatsInfo)'",straight year western conference wins matching longest ever star winning streak via espnstatsinfo
1423,274558976681717761,Politics,'Meeting with State Duma party faction leaders http://t.co/V3FMWYst',meeting state duma party faction leaders
1424,304595312306171904,Politics,"'LIVE: @angelahucles shares her experiences &amp; work empowering #LGBT youth through sports. Chat, ask Qs &amp; be inspired! http://t.co/lJJHxkiMOC'",live angelahucles shares experiences amp work empowering lgbt youth sports chat ask amp inspired
1425,292500531572772864,Sports,'Last time: @HeatBBL v @ScorchersBBL http://t.co/fT0eotE5 #BBL02 #bigfinals',last time heatbbl scorchersbbl bigfinals
1426,34087360601784320,Sports,"FTR, I don't mind resting players before the WC. We know Lee/Watson/Clarke will go, time to try out the rest of the XV.",ftr mind resting players know lee watson clarke time try rest
1427,302199024688197632,Sports,'Last chance to enter our @nitrocircuslive competition for a chance to win an unbelievable trip to the #AusGP http://t.co/aCqxoxkU',last chance enter nitrocircuslive competition chance win unbelievable trip ausgp
1428,304567481891172352,Sports,'A Very Very Special cricketer will be making his debut as a commentator in the Hindi telecast. Hardly need to name him do I?',special cricketer making debut commentator hindi telecast hardly need name
1429,305918752304803841,Sports,"'1st Test. Over 14: 10 runs (S Watson 13, E Cowan 11) #AUS 28/0 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs watson cowan aus indvaus bcci
1430,302100720725946368,Politics,'Take a trip to heart of #EUdemocracy in high res with our 360\xb0 panorama tour http://t.co/quXOi4iW #EP360',take trip heart eudemocracy high res panorama tour
1431,296951613380231168,Politics,"'PM has arrived in #Tripoli to discuss how the UK can continue to help build a strong, prosperous, democratic #Libya. #PMinAfrica'",arrived tripoli discuss continue help build strong prosperous democratic libya pminafrica
1432,292584375818805248,Sports,'WATCH: Top Ten Wickets of #BBL02 http://t.co/ApvqjukQ',watch top ten wickets
1433,301556962229903360,Sports,'RT @ranjona: My Mid-Day column on our double standards about death penalties @mid_day @SachinKalbag http://t.co/9mjPcocp',ranjona mid day column double standards death penalties mid day sachinkalbag
1434,306701284097015809,Sports,"@allsopp162 @kashd23 it's a recognition that recreational drugs are used by people in society, but we of course do not condone it",recognition recreational drugs used people society course condone
1435,278379957103779840,Politics,'11 December 1951 #NelsonMandela banned for six months under the Riotous Assemblies Act',december nelsonmandela banned six months riotous assemblies act
1436,305608034414108672,Sports,'RT @CapitalOne_Cup: RT by 9am tomorrow for a chance to win a special #CapitalOneCup Final @MitreSports ball! T&amp;Cs http://t.co/jUt0Ir ...',capitalone cup tomorrow chance win special capitalonecup final mitresports ball amp
1437,304863412742127617,Sports,'South Africa win the toss and elect to bat in Centurion. #SAvPak',south africa win toss elect bat centurion savpak
1438,291019672701255681,Politics,"'On Jan 10, PM #Abe received a courtesy call from Mr. Yoshihiro Murai, Governor of Miyagi Prefecture. \nhttp://t.co/EsyP40Gl'",jan abe received courtesy call yoshihiro murai governor miyagi prefecture
1439,268951849640525824,Politics,"Overview of meeting with SAYASONE, President of Lao People's Democratic Republic is available from the following.\nhttp://t.co/tPticcjV",overview meeting sayasone president lao people democratic republic available following
1440,293474433417494528,Politics,'Pres Obama and the First Lady get out of their motorcade and walk parts of the parade route. Great moment! PO-131MO &amp; PO-132MO',pres obama first lady get motorcade walk parts parade route great moment amp
1441,306346577344217088,Politics,'RT @CommunitiesUK: Housing Minister @PriskMark welcomes new figures showing a surge in the number of tenants taking up their #RightToBuy ...',communitiesuk housing minister priskmark welcomes new figures showing surge number tenants taking righttobuy
1442,305866759146188802,Sports,'A brilliant 177-run partnership ends with @acvoges run out for 81(105). 3-215. @AaronFinch5 95*. @Rohrs99 to the crease #AusAvEngL',brilliant run partnership ends acvoges run crease ausavengl
1443,295521634763280384,Sports,'Meanwhile on Rod Laver Arena... #ausopen http://t.co/8AyVClxf',meanwhile rod laver arena ausopen
1444,279385480259334144,Politics,"'US Leadership to Advance Equality for LGBT People Abroad - During Human Rights Week, we reaffirm our commitment ... http://t.co/bEjgcTwU'",leadership advance equality lgbt people abroad human rights week reaffirm commitment
1445,303468752450748416,Politics,'February 19: meeting with King Abdullah II of Jordan http://t.co/6Ni5zryX',february meeting king abdullah jordan
1446,300412778601132032,Sports,"'Follow @RafaelNadal v #Chardy @VTROpen live scores now: http://t.co/VuWTV9k7 In USA, watch live now on TennisChannel #welcomebackrafa #atp'",follow rafaelnadal chardy vtropen live scores usa watch live tennischannel welcomebackrafa atp
1447,305386161210286080,Politics,'@abbasnasir59 that too :)',
1448,303016489085194241,Sports,Martin Guptill has retired hurt with a hamstring injury. So NZ could be down two players now after McClenaghan's earlier injury. #nzveng,martin guptill retired hurt hamstring injury could two players mcclenaghan earlier injury nzveng
1449,306774561955930113,Sports,"'#FL125 52% of games (91,223) have been home wins, 23% away wins &amp; 25% have been draws'",games home wins away wins amp draws
1450,293054046359678976,Politics,There's no shortage of fun and quirky Inauguration souvenirs for visitors to take home when they leave DC http://t.co/mwGFMK7p,shortage fun quirky inauguration souvenirs visitors take home leave
1451,284990012754374656,Politics,"'I think they\'re doing both ""@shaunneville: everyone wants to join the anti-establishment chorus when people need to introspect themselves""'",think shaunneville everyone wants join anti establishment chorus people need introspect
1452,294606381523275776,Politics,Behind the Scenes: What It's Like to be Surprised by the President at the White House http://t.co/7JOd7HBg,behind scenes like surprised president white house
1453,300949429970677760,Sports,'RT @PritishNandy: The Pope is only 85 and he wants to step down because of old age. ND Tiwari is 87 and you know what he is good at.',pritishnandy pope wants step old age tiwari know good
1454,292607324017803264,Sports,'Dropped! Hogg slashes to deep point and Roach puts down a tough chance. 39 off 9 required. #BBL02 #bigfinals',dropped hogg slashes deep point roach puts tough chance required bigfinals
1455,277221684526854144,Politics,Weekly Wrap Up: I Have to Pinch Myself - Watch the West Wing Week here. Here's a quick glimpse at what happened ... http://t.co/7lNjRcqM,weekly wrap pinch watch west wing week quick glimpse happened
1456,305865234441203712,Sports,"'RT @ESPNNBA: Nets 72, Griz 70 with 2:17 to play on ESPN! Deron Williams has an efficient 24 points on 9-14 shooting.'",espnnba nets griz play espn deron williams efficient points shooting
1457,259292635641028608,Politics,'Early voting is underway in North Carolina. Find your voting location and go vote for America\u2019s Comeback Team http://t.co/TC3sL4CV',early voting underway north carolina find voting location vote america comeback team
1458,306801173225168896,Sports,'All of those stats happened because of one man\u2019s vision \u2013 William McGregor \u2013 The Father of The Football League http://t.co/NSVmk9KjJB #FL125',stats happened one man vision william mcgregor father football league
1459,281774731236106241,Politics,Putin: I don't think those who take part in rallies should be imprisoned. But using physical force against police officers is inadmissible,putin think take part rallies imprisoned using physical force police officers inadmissible
1460,304597545533992960,Politics,"'Vladimir Putin has met with Yoshiro Mori, Special Envoy of the Japanese Government and former Prime Minister of Japan http://t.co/uGCKfNkyjI'",vladimir putin met yoshiro mori special envoy japanese government former prime minister japan
1461,278153911636992000,Politics,'A meeting with Brazilian President Dilma Rousseff will be held on December 14 http://t.co/QlGd0JGo',meeting brazilian president dilma rousseff held december
1462,305229653189218304,Sports,"'Cook: ""We can take a lot from this moving forward into the Champions Trophy.""'",cook take lot moving forward champions trophy
1463,300182049929703424,Sports,'RT @Mikedc73: @buttigieg1 going for a ride around the @ausgrandprix track having a look at the Fangio stand.\n@laura_marieee http://t.co/ ...',going ride around ausgrandprix track look fangio stand laura marieee
1464,293241392724054017,Politics,A 'Ticket to Bollywood ' in Moscow http://t.co/7M6OayfQ,ticket bollywood moscow
1465,275550774958882816,Politics,"'Students who love to read inspire opening of #MandelaDay library at North West school, http://t.co/u0kmCoS4 #MakeEveryDayAMandelaDay'",students love read inspire opening mandeladay library north west school makeeverydayamandeladay
1466,305236664257753088,Sports,'#INDvAUS Tea on Day Two. India 2-84. @jpattinson19 with both wickets. Scorecard here http://t.co/4SHuuuOqH2',indvaus tea day two india wickets scorecard
1467,304278395649409024,Sports,'Superb clearance off the line by Todd Kane 10 minutes in. Still 0-0. #CFC',superb clearance line todd kane minutes still cfc
1468,294871575528894464,Politics,'Kalarippayattu performance organised by HCI Colombo on occasion of 64th Republic day http://t.co/y2VX2HI1',kalarippayattu performance organised hci colombo occasion republic day
1469,305777736172064770,Politics,'BCIM Car Rally Blog #1: http://t.co/tRouSkllZi',bcim car rally blog
1470,286883281763459072,Politics,"'New year, new Congress: Will the 113th Congress fare better than its predecessor? Book tags for our 330p ET release: http://t.co/IM8pOid5'",new year new congress congress fare better predecessor book tags release
1471,304269226028462080,Sports,You can watch today's @NextGenSeries game against @FCBarcelona on #ChelseaTV via this link... http://t.co/1tTUmkru,watch today nextgenseries game fcbarcelona chelseatv via link
1472,296983542649466881,Politics,'#Medvedev: We are working on a national strategy to discover and support gifted children and talented young people #Government',medvedev working national strategy discover support gifted children talented young people government
1473,296820718908346369,Sports,"'@jmarson14 @CraigTiley certainly did, I think the players definitely attested to that. Thanks for the feedback :-)'",craigtiley certainly think players definitely attested thanks feedback
1474,305975555050860544,Sports,"'1st Test. Over 60: 3 runs (J Pattinson 10, M Henriques 17) #AUS 153/7 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs pattinson henriques aus indvaus bcci
1475,306706341613953025,Politics,'CEA: Have to re accelerate growth; as growth is higher we will have more fiscal space',cea accelerate growth growth higher fiscal space
1476,279242538026680320,Politics,"#NelsonMandela Centre of Memory's CEO, Achmat Dangor's year-end message to all our valued stakeholders, http://t.co/yVmlBa0u",nelsonmandela centre memory ceo achmat dangor year end message valued stakeholders
1477,306089138434744320,Sports,'Cook has Swann in his sights http://t.co/5QSABIlicu',cook swann sights
1478,297333371741290498,Politics,'Meeting with participants of the programme to train healthcare and education managers http://t.co/NjW06kdL http://t.co/ItkqI2mm',meeting participants programme train healthcare education managers
1479,260009960916779008,Politics,"'.@BarackObama says he\u2019s only had four years, but four years was all I needed in MA to turn the state around http://t.co/tT8wuzUv'",barackobama says four years four years needed turn state around
1480,305912117763133442,Sports,"'1st Test. Over 6: 5 runs (E Cowan 6, S Watson 5) #AUS 11/0 #IndvAus http://t.co/fVNl1KTPB1 @BCCI'",test runs cowan watson aus indvaus bcci
1481,303905042954608640,Politics,'Horse meat scandal: MEPs want tougher controls and sanctions to ensure food safety. Article http://t.co/ulSEo2QX',horse meat scandal meps want tougher controls sanctions ensure food safety article
